Source,ownership,Region,Name,Country,address,City and Region,State,description,Simple Category,Full Category,E-mail,Website,Phone,Facebook,Lat,Long,Tools,Short blurb (NULL),Fablabs url (NULL),wiki_hackerspaces,Status,Flickr,YouTube,Ustream,Mailinglist,Last Updated,Open to Exchanges?,IRC,Date of founding,Number of members,Wiki,Twitter,GooglePlus / Facebook,Membership fee,Jabber,Open to Residencies?,City,State or District,"meetup, Eventbrite",Size of rooms,Original Long lat or degrees,,g_Address,g_LatLng,g_Icon,g_Id,g_Place_Id,g_Name,,g_Rating,g_Types,open_CONTACT FIRST NAME,open_CONTACT SURNAME,open_CONTACT POSITION,IMAGE URL,FUNCTION,THEME,FORM,FOCUS,SUBMITTER FIRST NAME,SUBMITTER SURNAME,SUBMITTER EMAIL,SUBMITTER ORGANISATION,ADDRESS 1,ADDRESS 2,ADDRESS 3,Address 4,POSTCODE,address_open,description_open,Full Category_open,Lat_open,Long_open,faire_category,faire_annual,faire_name,faire_year,faire_event_type,faire_event_start_date,,giz_impact
fab_lab,,USA,"Castlemont High School, Sustainable Urban Design Academy (SUDA) Fablab Oakland CA",United States,"8601 MacArthur Blvd,  94605, ","Oakland, ", ,"The Sustainable Urban Design Academy (SUDA) at Castlemont High School in Oakland, CA houses 3D printers, a CNC router, laser cutter, silver bullet, carvewright and many power tools and hand tools. The Sustainable Urban Design Academy (SUDA) at Castlemont High School in Oakland, CA houses 3D printers, a CNC router, laser cutter, silver bullet, carvewright and many power tools and hand tools. ",Fab Lab,Fab Lab,castlemontfablab@gmail.com,http://www.sud-academy.org,,,37.7592,-122.164,"three_d_printing, cnc_milling, laser, vinyl_cutting,  ","The Sustainable Urban Design Academy (SUDA) at Castlemont High School in Oakland, CA houses 3D printers, a CNC router, laser cutter, silver bullet, carvewright and many power tools and hand tools.",https://www.fablabs.io/sudacastlemontfablab,,,,,,,,,,,,,,,,,,,,,,"37.7591739, -122.1637259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Central California FabLab at CART,United States,"2555 Clovis Ave,  93612, Please check in at the front desk and ask for Mr. Emerson in the Engineering Lab (S-108)



Please note, this is a public high school campus and certain expectations of decorum are required for admittance. ","Clovis, CA", CA,"Located at the Center for Advanced Research and Technology (CART) in the Central Valley of California, this FabLab focuses on Product Development and Robotics in an immersive high school environment. The Center for Advanced Research and Technology (CART) is an integrated high school in Clovis, CA. With students from 15 different schools in two districts coming together in a career and college focused environment. Our goal is to bring our educational model to the community at large through the lens of the FabLab model and charter. Our hope is that as students move through our program, they connect to the FabLab community at large and take the practices and procedures with them to broaden their outlook and experience.



The Central Valley of California is an Agricultural hub and has a recent push for manufacturing and fabrication. With this new focus on technology in industry, it is imperative to include instruction relevant to that at the high school level. Our aim is to serve as that conduit and connect with the industry and follow the trends so that students are prepared to fill the needs of our community.",Fab Lab,Fab Lab,bemerson@cart.org,http://www.cart.org,5592487400,,36.8035,-119.698,"three_d_printing, cnc_milling, precision_milling, ","Located at the Center for Advanced Research and Technology (CART) in the Central Valley of California, this FabLab focuses on Product Development and Robotics in an immersive high school environment.",https://www.fablabs.io/fablabcart,,,,,,,,,,,,,,,,,,,,,,"36.8034576, -119.6976996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,Academic,USA,Century Community and Technical College Fab Lab,United States,"3300 Century Avenue North,  Minnesota, White Bear Lake, 55110","White Bear Lake, Minnesota", Minnesota,"Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Fab Lab,Makerspace,scott.simenson@century.edu,http://www.century.edu/currentstudents/fablab/default.aspx,,https://www.facebook.com/pages/Century-College/188808971422,45.0846885,-93.0099398,", ",,https://www.fablabs.io/centurycommunityandtechnicalcollege,,,,,,,,,,,,,,,,,,,,,,"45.0846885, -93.0099398",,"3300 Century Ave N, St Paul, MN 55110, United States","45.0415774, -92.9823488",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,d2ef0dec1678359333d725d274552a7d431d1dc1,ChIJDed_5YPRslIRMchaeTUFp34,Century College,,3.5,"[u'library', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,,,Cerfav FabLab (Centre Europeen,France,Plateforme verri—ùre - Rue de la Liberte 54112 Vannes le chatel,,,,Fab Lab,fablab,,http://www.cerfav.fr/fablab,,,48.5465,5.78051,,,,,,,,,,,,,,,,https://twitter.com/CerfavFablab,https://www.facebook.com/pages/Cerfav-Fablab/48257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"open,fab_lab",Entrepreneur,North America,Champaign-Urbana Community Fab Lab,United States,"1301 S Goodwin Ave, Art Annex 2 61801, It's across the street from the ACES library (the octagon-shaped building)",Urbana,,"We work with a local and international network to actively cultivate UIUC public engagement through community-focused art, entrepreneurship, research and education. The Champaign-Urbana Community Fab Lab is an open and collaborative workshop space for computer-driven innovation, design and fabrication. We enable makers of all kinds to imagine, design and create using open source software and DIY equipment. We do this by working with a local and international network to actively cultivate public engagement through community-focused art, entrepreneurship, research and education.



Physically, our Fab Lab is an advanced workshop space for rapid prototyping and computer-based design.



It consists of a suite of fabrication machines, including a laser engraver, CNC routers, 3D printers and scanners, electronic cutters, digital textile machines, small board electronics, graphic drawing tablets, advanced software and more. We collaborate with several grant projects and community partners locally to provide similar tools at a variety of other locations, including public libraries and after-school centers.



Culturally, the CUC Fab Lab is driven by a community of practice, people often referred to as Makers.



Open-Source Movement Makers like us are are united by the desire to share knowledge, collaborate and to __ñmake almost anything.___ Our lab is open to the public, employs both staff and volunteers and greatly values both diversity and play, as we believe these are necessary for innovation. Our network and patrons include people of all kinds: students, teens, families, entrepreneurs, artists, hobbyists, gamers, hackers, engineers, scientists, teachers, librarians, activists and more. We welcome those interested to join the conversation and discover more about who we are!



Functionally, Fab Labs encourage people to become makers by exploring the entire design process.



They do this by providing tools, human assistance and inspiration that enable people to go from (1) concepts and questions to (2) digital designs and models to (3) physical prototypes and redesigns to (4) a final product they can share, which may in turn help others begin the cycle. This process is rather unique because it is possible for people with little technological expertise to engage in design thinking to develop complex creations using technology and knowledge previously only available to expert artists and engineers. Our lab specializes in working with individuals, groups and organizations to provide makerspace curriculum and related programming.



Organizationally, our Fab Lab is a public engagement program of the Illinois Informatics Institute.



We work with a variety of units, including The Graduate School of Library and Information Science, Department of Business Administration, School of Art and Design and Institute for Computing in Humanities, Arts and Social Sciences to collaborate on grants, facilitate classes and support research. Although many places might be referred to as a fab lab, our Fab Lab is part of the global network connected to the Massachusetts Institute of Technology (MIT) Center for Bits and Atoms. This collaborative network connects institutions around the world with common tools, software platforms and ideologies to facilitate the open exchange of ideas and designs.



Philosophically, we believe the open source ethos of the Fab Lab inspires interest and innovation in many fields.



We strive to connect computer-based making and rapid fabrication to many areas, like art and design, computer science, architecture, engineering, mathematics, science, and technical trades. We think community access, provided at a reasonable cost and in cooperation with the global Fab Lab network, builds local capacities by enabling personal growth, economic development and cross-cultural understanding. Activities at the Fab Lab and our partner sites embody the principle of life-long learning by cultivating digital literacies, including cognitive skills like computational, divergent or critical thinking, but also related cultural competencies and other underlying traits that prove fundamental to holistic learning, such as civic engagement or confidence with art and technology.",Fab Lab,fablab,communityfablab@gmail.com,http://cucfablab.org,,https://www.facebook.com/pages/Champaign-Urbana-Community-Fab-Lab/177273545636056,40.1019,-88.2248,,,,,,,,,,,,,2009,,,,,,,,,,,,,,,,,,,,,,,Jeff,Ginger,Board,http://movement.open.co/sites/default/files/styles/medium/public/champaign-urbana-community-fab-lab.jpeg?itok=R2Whnzey,"Making, Learning","Community, Tech",Physical,Local,,,,,1301 S Goodwin Av,,Illinois,Urbana,61801,"1301 S Goodwin Av,  Illinois, Urbana, 61801","Part of the Fab Lab network, a global collection of small-scale workshops containing the tools for personal digital fabrication.",Makerspace,40.1105875,-88.2072697,,,,,,,,
fab_lab,,Europe,Chantier Libre,France,"Place de la Gare, L'H—_pital sur Rhins 42123, ","Saint-Cyr-de-Favi—ùres, ",,"Un fablab associatif mobile pour le nord de la Loire et les environs de Roanne, pour permettre au plus grand nombre de decouvrir, experimenter, se reapproprier la technologie —Ó l'aide d'outils libres. Un FabLab (Fabrication Laboratory) est un lieu regroupant des machines numeriques, des outils et des competences pour permettre —Ó tout le monde de creer et fabriquer toutes sortes de choses. Nous utilisons du materiel et des logiciels libres.



Nous croyons que les outils numeriques sont de formidables vecteurs de creation, de partage et d'intelligence si ils sont bien utilises. Nous ne parlons pas ici d'accumuler les derniers gadgets superflus  —Ó la mode, pour les remplacer quelques mois apr—ùs. Nous souhaitons que le plus de gens possible comprennent le r—_le que jouent dej—Ó les technologies de l'information et de la communication dans leur vie, et donc les enjeux qui y sont lies.  Nous esperons aider les utilisateurs —Ó comprendre comment fonctionne l'informatique, comment l'utiliser au mieux et ainsi comment la contr—_ler. C'est pour cela que nous faisons la promotion du Logiciel Libre, mais aussi au del—Ó de la culture libre et du materiel libre.



Chantier Libre est ouvert —Ó tous ceux qui souhaitent utiliser ces outils libres, les decouvrir, se faire aider, partager___ Base sur le nord du departement de la Loire, nous visons —Ó atre accessibles pour les habitants de l'agglomeration de Roanne et de tout le nord du departement.",Fab Lab,Fab Lab,contact@chantierlibre.org,http://www.chantierlibre.org,06 74 98 91 09,,45.97419436,4.131724648,"three_d_printing, cnc_milling,  ","Un fablab associatif mobile pour le nord de la Loire et les environs de Roanne, pour permettre au plus grand nombre de decouvrir, experimenter, se reapproprier la technologie —Ó l'aide d'outils libres.",https://www.fablabs.io/chantierlibre,,Mini Fab Lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,Cherokee Trail High School,United States,"25901 E Arapahoe Rd,  80016, ","Aurora, Colorado", Colorado,"The Cherokee Trail High School Fab Lab is housed in the school's Pre-Engineering & Technology Education Dept. Cherokee Trail High School is part of the Cherry Creek School District, in Aurora Colorado. ",Fab Lab,Fab Lab,bnuebel@cherrycreekschools.org,http://cherokeetrail.cherrycreekschools.org/Departments/preeng/Pages/default.aspx,(720)886-2238,,39.5916,-104.685,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting",The Cherokee Trail High School Fab Lab is housed in the school's Pre-Engineering & Technology Education Dept.,https://www.fablabs.io/cherokeetrailhighschool,,,,,,,,,,,,,,,,,,,,,,"39.5915501, -104.6854913",,"25901 E Arapahoe Rd, Aurora, CO 80016, United States","39.5921289, -104.6864756",https://maps.gstatic.com/mapfiles/place_api/icons/school-71.png,656584f698d93ead7fd36d78f0b32befc4464da1,ChIJcajO--6MbIcRhED0kyALVz8,Cherokee Trail High School,,4.2,"[u'school', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planned_fab_lab,,USA,Chicago Innovation Exchange Fab Lab,United States,"1463 E 53rd St, 2nd Floor 60615, ","Chicago, IL", IL,"Part of the University of Chicago's Chicago Innovation Exchange, the CIE Fab Lab is a state-of-the art facility for digital fabrication and rapid prototyping. The Chicago Innovation Exchange is the University of Chicago's hub for multidisciplinary collaborations. The CIE supports business start-up activities and entrepreneurs converting research and ideas into solutions benefitting society. The CIE Fab Lab includes 3D printers, CNC routers, a laser cutter, and vinyl cutter, a spray booth, and woodworking tools that are available to CIE members, partner institutions, and the community. We are planning outreach activities to connect Chicago's mid-south side and beyond to digital fabrication and scalable innovation.",Fab Lab,Fab Lab,ekoprucki@uchicago.edu,http://www.twitter.com/chicagocie,,"<http://www.facebook.com/chicagocie>, <http://cie.uchicago.edu>, <>, <>, <>",41.7994,-87.5895,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","Part of the University of Chicago's Chicago Innovation Exchange, the CIE Fab Lab is a state-of-the art facility for digital fabrication and rapid prototyping.",https://www.fablabs.io/chicagociefablab,,,,,,,,,,,,,,,,,,,,,,"-87.589461, 41.7993582",,"2nd Floor, 1452 E 53rd St, Chicago, IL 60615, United States","41.799726, -87.589686",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,1005e58f148b430179479ad69a5ec2bbee3098ff,ChIJJ7mN5W0pDogRhSs0quDeOM8,Chicago Innovation Exchange (CIE),,4.8,"[u'university', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fab_lab,,USA,CITC FabLab,United States,"3600 San Jeronimo Ct,  99508, ","Anchorage, ", ,"CITC believes all young people have the potential to succeed, to fully realize their own worth and to understand their responsibility to our community, while preparing themselves of their own path. A Fab Lab (fabrication laboratory) is a community-oriented workshop consisting of high tech tools and cutting edge machinery. Most of the hardware featured in these work spaces are easily controlled by user friendly software programs installed on desktop computers no different than the ones we use at work or home. The intent of the Fab Lab is to put this sophisticated machinery in the hands of students as young as middle school exposing them to engineering and design by giving them the opportunity to turn ideas into tangible products.



The Fab Lab concept began as an outreach program at MIT that aimed to promote creativity and innovation among students. By giving students the necessary tools and fostering an environment where imagination to invent and create was encouraged, Fab Labs quickly gained popularity with fab labs now being created in opened in rural India, northern Norway, Afghanistan, Ghana, Boston and Costa Rica. Users are finding that students who are able to apply design and engineering concepts toward the creation of real things are able to learn much more than they could through just exams or textbooks.



This has definitely been the case at CITC's fab lab, where Alaskan Native students are discovering the sky's the limit when working within a supportive community with access to the right tools. With some basic instruction and training provided by an on-site adviser, students who often struggle in a traditional educational environment are now running many of the standard machines in the Fab Lab __ç 3D printers, laser and vinyl cutters __ç to create a wide range of products made from wood, metal and plastic. This type of hands-on learning experience exposes the students to a wide range of design, engineering and architectural concepts in a fun, holistic way that cannot be achieved in the classroom. 



When students transform a simple idea into a tangible finished product, they get an overwhelming sense of accomplishment __ç not to mention a lot of handy products. Some of the student-created items proudly on display in the workshop include decorative wool scarves, a Spanish-style classical guitar, personalized paper stationary, and even spare automotive parts. During the holidays, students took advantage of the workshops to create Christmas ornaments and custom silk-screen t-shirts that were given as gifts to family and friends.





Until recently, it wasn't feasible for small operations to access this type of cutting-edge technology. CITC understands this opportunity at hand and is working toward developing multiple fab lab programs, both for youth and adults that will continue to connect people with technology through education.",Fab Lab,Fab Lab,fablab@citci.org,,907-793-3630,,61.2108,-149.811,"three_d_printing, cnc_milling, circuit_production, laser, precision_milling, vinyl_cutting","CITC believes all young people have the potential to succeed, to fully realize their own worth and to understand their responsibility to our community, while preparing themselves of their own path.",https://www.fablabs.io/citcfablab,,,,,,,,,,,,,,,,,,,,,,"61.2108446650145, -149.810683623279",,"3600 San Jeronimo Dr, Anchorage, AK 99508, United States","61.2111579, -149.8115605",https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,b11692e306d42606ac29b54c3ae85ef8c799754c,ChIJ8XjrPVyWyFYRbROBz_4mu_4,Cook Inlet Tribal Council,,,"[u'health', u'point_of_interest', u'establishment']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Makery,Government,South America,CMD Distritos Creativos,Argentina,"Metropolitan Design Center´1041, Algarrobo (C1293ABA),  Buenos Aires, 4126-2950",,,"A former fish market which now houses design schools and offices, research and development labs, with ample space for exhibitions, installations and shows. It aims to establish a hive of creative people and a dynamic city for designers.",Fab Lab,Fablab,cmd@buenosaires.gob.ar,http://cmd.buenosaires.gob.ar/cmd/barracas,,https://www.facebook.com/cmd.bsas,-34.654767,-58.379353,,,,,,,,,,,,,2001,,,@cmdbsas,,,,,,,,,,,,,,,,,,,,Enrique,Avogadro,Director,http://movement.open.co/sites/default/files/styles/medium/public/cmd-distritos-creativos.jpeg?itok=sp013UUT,"Learning, Working",Design,Physical,Local,,,,,Metropolitan Design Center´1041,Algarrobo (C1293ABA),,Buenos Aires,4126-2950,,,,,,,,,,,,,
